input	result
Charlton manager Alan Curbishley believes Dennis Rommedahl #39;s sparkling winner will provide the platform for the Dane to recapture the form that made him one of Europe #39;s most feared wingers.	sports
NEW YORK - Consumers #39; assessment of the economy held largely steady this month, according to a university research report released Friday.	business
Violence raged on in Iraq on Friday, with five Iraqis killed in a suicide car bombing in Baghdad and three more Turkish drivers reportedly kidnapped.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
S Airways plans to ask a federal bankruptcy judge on Oct. 7 to impose temporary pay cuts on its workers unless it can reach agreement with its unions before then, people who have been briefed on the company #39;s strategy said yesterday.	business
A new generation of smaller, sleeker and cheaper MP3 players from the likes of Sony, Rio, Creative and Rave MP are hitting the market this fall, and they all have Apple Computer #39;s white-hot digital music player in their sights.	science,technology computing
Business software maker PeopleSoft Friday said it was boosting compensation packages for all employees except its chief executive in a move that would raise the 	business
At least nine people - seven of them children - have died in flooding in the capital of Panama. The authorities say at least 13 people are still missing after heavy rainfall caused rivers to break their banks.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Rusty Pierce has received lessons in pragmatism since joining the Revolution four years ago. Pierce has performed for teams that have inevitably turned to a direct, linear game, with little emphasis on creativity or imagination. The style paid off the last two seasons, but the Revolution might have overly relied on direct play in spending most of this ...	sports
Thunder and lightning loomed all day, but never clapped or struck on West Roxbury turf. Charlestown, however, was the more destructive force, pulling out a 22-18 overtime win over the Raiders in a Boston North contest.	sports
What #39;s up? I see the whole world has their eyes on the Oscar vs. Bernard fight. My thought is Oscar is coming off with an upset.	sports
Petter Solberg demonstrated his winning potential aboard his Subaru Impreza WRC2004 today to take three stage wins and end Leg one in second position overall.	sports
With the four minnows out of contention, the eight title contenders chase semifinal places in One-Day crickets mini World Cup with Australia first to get there by beating New Zealand by seven wickets yesterday in the first group showdown at the 	sports
Iraqi Airways resumed international flights Saturday when a plane took off from neighboring Jordan, the airline #39;s first such flight since UN sanctions were imposed on Saddam Hussein in 1990.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Bad weather has been very good for business at Weather.com and other popular forecasting sites. They are posting record traffic in the wake of Hurricane Ivan's arrival on the mainland. By Joanna Glasner.	business
Apple's latest Form 10-K filing with the Securities and Exchange Commission offers a look at how the company did this past year, how it thinks it's doing and what's to come.	science,technology computing
Industry observers say Linux's similarity to Unix, its lower cost and ability to run on Intel hardware make the Unix market ripe for open-source conquest.	science,technology computing
 LONDON (Reuters) - Formula One, already struggling to shape  its future and put on a show, is staring into the abyss after  Ford's decision to pull out and sell its Jaguar team.	sports
Berlin - A German teenager accused of creating the Sasser worm that infected millions of computers around the world is being taught to become a security software programmer, the company that hired him said on Friday.	science,technology computing
Coca-Cola Co. (KO.N: Quote, Profile, Research) , which warned earlier this week of lower-than-expected profits this year, said on Friday it will pay Chairman and Chief Executive Neville Isdell \$1.	business
AFP - The Florida Supreme Court has ruled that third-party presidential hopeful Ralph Nader can appear on ballots in the decisive state, increasing the chance the maverick contender will again influence the outcome of the presidential election.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
MOSCOW Sept. 17, 2004 - Chechen rebel leader Shamil Basayev purportedly took responsibility Friday for a bloody school siege and other recent terrorist attacks that have killed more than 430 people, but 	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Terrorism in Russia took on horrifying proportions in August and early September when more than 400 people were killed in four separate incidents in a span of less than two weeks.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Reuters - President Bush, who holds\a sizable lead in some polls, still appears to be vulnerable to\Democrat John Kerry among independent voters whose shifting\loyalties could determine the winner of the November election,\pollsters say.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
OKLAHOMA CITY - Former child star Macaulay Culkin was arrested on drug charges Friday during a traffic stop, authorities said. The 24-year-old actor, best known for his role in the "Home Alone" movies, was taken into custody on complaints of possession of a controlled dangerous substance without a valid prescription and possession of marijuana, according to the Oklahoma County Sheriff's office...	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
The International Atomic Energy's 35-nation board of governors passed a resolution calling for the country to suspend all uranium enrichment activities that could contribute to producing fuel for a nuclear bomb.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
People in Florida and Alabama have started to clean up after hurricane Ivan - the third such pummelling for Florida alone in just five weeks.	business
AP - Talk about testing a defense: The Indianapolis Colts opened the season against Tom Brady, face Steve McNair this week and then Brett Favre. They're lucky Peyton Manning plays for their side.	sports
CARDIFF -- Championship leader Sebastien Loeb took two stage wins to boost his lead over Norwegian Petter Solberg as the Rally of Britain entered its second leg on Saturday.	sports
AFP - Pakistani troops have hemmed in Al-Qaeda-linked foreign fighters and their local allies hiding in tribal border regions with a series of military assaults, a top Pakistani general said.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
 UNITED NATIONS (Reuters) - The United States and China held  last-minute talks on Saturday before the U.N. Security Council  was to vote on a resolution that would consider oil sanctions  against Sudan if it did not stop atrocities in the Darfur  region.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
AP - Turkey's parliament adjourned Saturday without passing a key reform package because of divisions over the government's proposal to make adultery a crime, bringing warnings from the European Union that delays could hurt Turkey's chances of membership.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
 BLOOMFIELD HILLS, Michigan (Reuters) - The U.S. Ryder Cup  team, wounded after a first day mauling, were facing a fight  for survival on Saturday.	sports
Prime Minister Tony Blair has his government is doing all in its power to help a kidnapped Briton -- but he has avoided a public response to insurgents threatening to kill the man.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
How spyware, a program that creeps onto a computers hard drive unannounced, is wrecking the Internet.	science,technology computing
Basketball Hall of Fame member Calvin Murphy, left, sits in a courtroom as he waits for the start of closing arguments in his trial Monday, Dec. 6, 2004, in Houston.	sports
 KHARTOUM (Reuters) - Sudan said Saturday that U.N.  sanctions, threatened over atrocities in the Darfur region,  would lead "this society to a complete destruction."	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Another good day at Oakland Hills sees Europe move 11-5 clear of the USA going into Sunday's Ryder Cup singles.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
