input	result
I am looking for a quick answer to basic renters rights in GA? Answer: Renters rights are basically the same from state to state with few variences. Call your local court house and ask for information for where to call for landlord/tenant laws. Or do a google search for landlord/tenant laws in Georgia. You might find some sites with info.	Politics and Government
What is the half-life of the anti-depressant paxil? Answer: 21 h	Science and Mathematics
Are you a Liberal or conservative? Answer: CONSERVATIVE	Politics and Government
How can I get big barrel baseball bats for less than that I have found so far? Answer: Have you checked e-bay for the bat you are looking for? I found my daughter's softball bat there for nearly $80 less than it was in stores around me!	Sports
why do my friends keep forgetting my birthday? I remember their birthdays!!? Answer: chances are that they are the forgetters and you are a rememberer...within a group a friends there always seems to be one rememberer who spreads around the word to everyone else...they care its that they just dont remember so i wouldnt take it the wrong way	Family and Relationships
What is AREA 51? Answer: its a place next to Area 50	Science and Mathematics
I have compression pantyhose that roll down...any product that anyone knows of that will keep them up? Answer: If you are using non medical Graduated Compression Pantyhose you need to try another brand and perhaps something more expensive. They don't all Roll Down. Look for a wide waist band. Don't give up you will find the right ones in time.	Health
2006 Florida Car Restriction Laws?? Answer: You can find the Florida Motor Vehicle statutes here: http://www.flsenate.gov/Statutes/index.cfm?App_mode=Display_Index&Title_Request=XXIII#TitleXXIII  Hope this helps!	Politics and Government
what is god ?and gods child? Answer: made up BS....WATCHMAN IS A SHOW OFF....	Society and Culture
If the Afghan parliament hates christianity why do they accept & enjoy billions in aid from christian nations? Answer: They're hypocrites!!!!	Politics and Government
what is seductionin sex? Answer: 	Family and Relationships
what time is it now in california? Answer: 8:57pm	Health
why Americans and Europeans generally have bad stereotypes about each other.? Answer: People generally rely on stereotypes because stereotypes tend to eliminate the time-consuming process of thinking.	Society and Culture
comparison between career development and individual community development? Answer: Career development is if you do an action to get yourself promoted.  Individual community Development is if you try to do an action for the benefit of your own friends and for ur group..	Education and Reference
What does Post No Bills mean? Answer: It means don't put any advertisements on this wall	Education and Reference
Free MP3's.. Where are the sites at?? Answer: don't worry they are just scams	Entertainment and Music
isnt joe cole a sweaty man plus he looks really nasty to me? Answer: reminds me of lurch from the adams family (in the face)	Sports
where can i find a video clip of naruto 1 hour special pt.1? Answer: Try YouTube.com	Entertainment and Music
what is the objective of latest input devices? Answer: All input devices facilitate communication between a human and a computer in a way designed to be easy for the human.	Education and Reference
It's my birthday today and I was caught by the police! now my family won't talk to me? Answer: happy birthday...they will eventually get over it.	Society and Culture
Christians only - Can you tell me about the hope that is in you? Answer: 	Society and Culture
So what excuse did the alleged new 20th Hijacker use for missing the 911 Attack? Answer: He was to fat and could not afford to buy two seats.	Politics and Government
What is the postcode for Gibraltar? Answer: Gibraltar in spain? its 9567	Science and Mathematics
What needs to happen in the upcoming November elections in order for the Democratic Party to choose Sof H? Answer: 	Politics and Government
Is there an F.B.I. or other reliable source to provide the recommended ratio of police officers to population? Answer: Peaceful populations require force ratios of somewhere between one and four police officers per thousand residents. The United States as a whole has about 2.3 sworn police officers per thousand residents. Larger cities tend to have higher ratios of police to population.	Politics and Government
how can i get my ex back i know he has feelings for me he has told me we have a baby and i really miss him? Answer: jsu go and talk free ..it will help you..words are the best thing to express your feelings	Family and Relationships
Why is it hard to get over loosing someone you love? When they Die? Answer: Though it means little to you now let me assure you that “Time does heal all wounds” and this too will pass. There will come a time when the pain does not haunt your every waking minute. You might not notice the next time you laugh. If you love them the memory will always be painful but you will be able to move ahead saddened but better for have had known them. One more stupid platitude; It’s better to have loved and lost then never to have loved at all.	Business and Finance
I work with schizophenias bipolor and boardline people in role playingdo you have info on discouraging malativ Answer: Glad it's not me.  Have fun.	Education and Reference
what is the website for global connections telephone service? Answer: http:// www.talkswitch.com	Business and Finance
Who's the owner of the A One Liquor in Maryland on Martin Luther king Jr. Highway.? Answer: go to the Maryland Assessment and Taxation website and you can do a corporation search and find out who their local resident agent is.   Good luck	Politics and Government
I can't get my Internet explorer to launch correctly? Answer: Change your webpage to yahoo.com in your internet browser. Just click connect if they prompt and ask you.	Computers and Internet
Did Billy-whats-his-name pay Lex Luger to Wrestle Ron Killings @ superbrawl? super saturday? What is it called Answer: Yes I believe that Billy Gunn did pay off Lex Luger to wrestle Ron	Sports
